# x_m,y_m,w_tr_right_m,w_tr_left_m
0.13,-2.47,0.411,0.411
0.08,-2.52,0.4028,0.4028
0.03,-2.52,0.3972,0.3972
-0.07,-2.57,0.3972,0.3972
-0.12,-2.57,0.4028,0.4028
-0.17,-2.62,0.411,0.411
-0.22,-2.62,0.4243,0.4243
-0.27,-2.67,0.4217,0.4217
-0.32,-2.67,0.4424,0.4424
-0.37,-2.67,0.45,0.45
-0.42,-2.67,0.4525,0.4525
-0.47,-2.67,0.4599,0.4599
-0.52,-2.72,0.472,0.472
-0.57,-2.72,0.4885,0.4885
-0.62,-2.72,0.509,0.509
-0.67,-2.72,0.5331,0.5331
-0.72,-2.72,0.5521,0.5521
-0.77,-2.72,0.5583,0.5583
-0.82,-2.67,0.6,0.6
-0.87,-2.67,0.5685,0.5685
-0.92,-2.62,0.5352,0.5352
-0.92,-2.57,0.5542,0.5542
-0.97,-2.52,0.5331,0.5331
-1.02,-2.47,0.509,0.509
-1.07,-2.42,0.4885,0.4885
-1.07,-2.37,0.509,0.509
-1.12,-2.32,0.4885,0.4885
-1.12,-2.27,0.4908,0.4908
-1.17,-2.22,0.4885,0.4885
-1.17,-2.17,0.4885,0.4885
-1.22,-2.12,0.4908,0.4908
-1.22,-2.07,0.4885,0.4885
-1.27,-2.02,0.509,0.509
-1.27,-1.97,0.509,0.509
-1.32,-1.92,0.509,0.509
-1.32,-1.87,0.5331,0.5331
-1.32,-1.82,0.5201,0.5201
-1.32,-1.77,0.509,0.509
-1.37,-1.72,0.5352,0.5352
-1.37,-1.67,0.55,0.55
-1.37,-1.62,0.5352,0.5352
-1.42,-1.57,0.5542,0.5542
-1.42,-1.52,0.5583,0.5583
-1.42,-1.47,0.5521,0.5521
-1.42,-1.42,0.55,0.55
-1.42,-1.37,0.5521,0.5521
-1.42,-1.32,0.5583,0.5583
-1.47,-1.27,0.6,0.6
-1.47,-1.22,0.6171,0.6171
-1.47,-1.17,0.6301,0.6301
