# x_m,y_m,w_tr_right_m,w_tr_left_m
3.1516,3.361,0.4,0.4
3.1516,3.411,0.4,0.4
3.1516,3.461,0.4023,0.4023
3.1516,3.511,0.409,0.409
3.1516,3.561,0.4201,0.4201
3.1516,3.611,0.4352,0.4352
3.2016,3.661,0.45,0.45
3.2016,3.711,0.45,0.45
3.2516,3.761,0.4,0.4
3.2516,3.811,0.4023,0.4023
3.2516,3.861,0.3908,0.3908
3.3016,3.911,0.372,0.372
3.3016,3.961,0.3815,0.3815
3.3516,4.011,0.3525,0.3525
3.3516,4.061,0.3599,0.3599
3.3516,4.111,0.3424,0.3424
3.3516,4.161,0.3243,0.3243
3.4016,4.211,0.3599,0.3599
3.4016,4.261,0.3424,0.3424
3.4516,4.311,0.372,0.372
3.4516,4.361,0.3599,0.3599
3.4516,4.411,0.3525,0.3525
3.4516,4.461,0.35,0.35
3.5016,4.511,0.4,0.4
3.5016,4.561,0.4,0.4
3.5016,4.611,0.4,0.4
3.5016,4.661,0.4,0.4
3.5516,4.711,0.4521,0.4521
3.5516,4.761,0.4583,0.4583
3.5516,4.811,0.4685,0.4685
3.5516,4.861,0.4825,0.4825
3.6016,4.911,0.5464,0.5464
3.6016,4.961,0.5659,0.5659
3.6016,5.011,0.5882,0.5882
3.6016,5.061,0.6132,0.6132
3.6016,5.111,0.6406,0.6406
3.6016,5.161,0.6701,0.6701
3.6516,5.211,0.6882,0.6882
3.6016,5.261,0.7232,0.7232
3.6016,5.311,0.7,0.7
3.5516,5.361,0.7232,0.7232
3.5016,5.411,0.7346,0.7346
3.4516,5.461,0.7346,0.7346
3.4016,5.511,0.7346,0.7346
3.3516,5.561,0.7402,0.7402
3.3016,5.561,0.7102,0.7102
3.2516,5.611,0.7246,0.7246
3.2016,5.661,0.7232,0.7232
3.1516,5.661,0.7232,0.7232
3.1016,5.661,0.7,0.7
3.0516,5.661,0.6776,0.6776
3.0016,5.661,0.6578,0.6578
2.9516,5.661,0.6406,0.6406
2.9016,5.661,0.6262,0.6262
2.8516,5.611,0.5659,0.5659
2.8016,5.611,0.5571,0.5571
2.7516,5.611,0.5518,0.5518
2.7016,5.611,0.55,0.55
2.6516,5.611,0.55,0.55
2.6016,5.561,0.5,0.5
2.5516,5.561,0.5,0.5
2.5016,5.561,0.5,0.5
2.4516,5.511,0.4521,0.4521
2.4016,5.511,0.45,0.45
2.3516,5.461,0.4023,0.4023
2.3016,5.461,0.409,0.409
2.2516,5.461,0.4201,0.4201
2.2016,5.411,0.3885,0.3885
2.1516,5.411,0.3815,0.3815
2.1016,5.361,0.3648,0.3648
2.0516,5.311,0.35,0.35
2.0016,5.261,0.345,0.345
1.9516,5.211,0.345,0.345
1.9016,5.161,0.3424,0.3424
1.8516,5.111,0.3217,0.3217
1.8516,5.061,0.3217,0.3217
1.8016,5.011,0.3217,0.3217
1.8016,4.961,0.3217,0.3217
1.7516,4.911,0.3424,0.3424
1.7016,4.861,0.3217,0.3217
1.7016,4.811,0.3424,0.3424
1.6516,4.761,0.3424,0.3424
1.6516,4.711,0.3599,0.3599
1.6016,4.661,0.35,0.35
1.6016,4.611,0.3648,0.3648
1.5516,4.561,0.3648,0.3648
1.5516,4.511,0.372,0.372
1.5516,4.461,0.3599,0.3599
1.5016,4.411,0.3908,0.3908
1.5016,4.361,0.3885,0.3885
1.4516,4.311,0.409,0.409
1.4516,4.261,0.409,0.409
1.4516,4.211,0.4023,0.4023
1.4016,4.161,0.4331,0.4331
1.4016,4.111,0.4352,0.4352
1.4016,4.061,0.4201,0.4201
