# x_m,y_m,w_tr_right_m,w_tr_left_m
8.6,-1.23,0.5083,0.5083
8.6,-1.18,0.5021,0.5021
8.65,-1.13,0.4852,0.4852
8.65,-1.08,0.4831,0.4831
8.65,-1.03,0.459,0.459
8.7,-0.98,0.4701,0.4701
8.7,-0.93,0.4701,0.4701
8.7,-0.88,0.459,0.459
8.75,-0.83,0.4523,0.4523
8.75,-0.78,0.459,0.459
8.75,-0.73,0.459,0.459
8.75,-0.68,0.4523,0.4523
8.75,-0.63,0.45,0.45
8.75,-0.58,0.4523,0.4523
8.75,-0.53,0.45,0.45
8.75,-0.48,0.45,0.45
8.75,-0.43,0.4523,0.4523
8.75,-0.38,0.45,0.45
8.75,-0.33,0.4523,0.4523
8.75,-0.28,0.459,0.459
8.75,-0.23,0.4701,0.4701
8.75,-0.18,0.4852,0.4852
8.75,-0.13,0.5,0.5
8.75,-0.08,0.5,0.5
8.75,-0.03,0.5,0.5
8.75,0.02,0.5021,0.5021
8.75,0.07,0.5,0.5
8.75,0.12,0.5021,0.5021
8.7,0.17,0.5185,0.5185
8.7,0.22,0.5325,0.5325
8.7,0.27,0.55,0.55
8.7,0.32,0.5671,0.5671
8.7,0.37,0.5801,0.5801
8.7,0.42,0.5964,0.5964
8.7,0.47,0.6,0.6
8.7,0.52,0.6018,0.6018
8.7,0.57,0.6071,0.6071
8.7,0.62,0.6159,0.6159
8.7,0.67,0.628,0.628
8.65,0.72,0.6906,0.6906
8.65,0.77,0.7062,0.7062
8.65,0.82,0.7139,0.7139
8.65,0.87,0.6649,0.6649
8.6,0.87,0.6762,0.6762
8.55,0.87,0.6906,0.6906
8.5,0.92,0.6566,0.6566
8.45,0.92,0.6649,0.6649
8.4,0.97,0.628,0.628
8.35,0.97,0.6433,0.6433
8.3,1.02,0.6018,0.6018
8.25,1.07,0.5576,0.5576
8.2,1.07,0.5671,0.5671
8.15,1.07,0.5801,0.5801
8.1,1.07,0.5708,0.5708
8.05,1.12,0.5671,0.5671
8,1.12,0.5708,0.5708
7.95,1.12,0.55,0.55
7.9,1.17,0.5671,0.5671
7.85,1.17,0.5671,0.5671
7.8,1.17,0.55,0.55
7.75,1.22,0.5576,0.5576
7.7,1.22,0.55,0.55
7.65,1.22,0.5325,0.5325
7.6,1.22,0.5185,0.5185
7.55,1.27,0.5576,0.5576
7.5,1.27,0.55,0.55
7.45,1.32,0.55,0.55
7.4,1.32,0.5519,0.5519
7.35,1.32,0.55,0.55
7.3,1.37,0.5185,0.5185
7.25,1.37,0.5325,0.5325
7.2,1.37,0.5265,0.5265
7.15,1.42,0.5,0.5
7.1,1.42,0.5,0.5
7.05,1.42,0.5021,0.5021
7,1.42,0.5083,0.5083
6.95,1.42,0.5021,0.5021
6.9,1.42,0.5,0.5
6.85,1.47,0.5,0.5
6.8,1.47,0.5,0.5
6.75,1.47,0.5,0.5
6.7,1.47,0.4852,0.4852
6.65,1.47,0.4701,0.4701
6.6,1.47,0.459,0.459
6.55,1.52,0.4852,0.4852
6.5,1.52,0.4701,0.4701
6.45,1.52,0.459,0.459
6.4,1.52,0.4523,0.4523
6.35,1.57,0.45,0.45
6.3,1.57,0.45,0.45
6.25,1.57,0.4523,0.4523
6.2,1.57,0.4385,0.4385
6.15,1.57,0.422,0.422
6.1,1.62,0.4385,0.4385
6.05,1.62,0.45,0.45
6,1.62,0.4385,0.4385
5.95,1.62,0.422,0.422
5.9,1.62,0.4099,0.4099
5.85,1.62,0.4025,0.4025
5.8,1.62,0.4,0.4
5.75,1.67,0.4385,0.4385
5.7,1.67,0.4385,0.4385
5.65,1.67,0.422,0.422
5.6,1.67,0.4099,0.4099
5.55,1.67,0.3924,0.3924
5.5,1.72,0.4,0.4
5.45,1.72,0.4,0.4
5.4,1.72,0.4025,0.4025
5.35,1.72,0.3924,0.3924
5.3,1.72,0.3743,0.3743
5.25,1.77,0.3924,0.3924
5.2,1.77,0.4,0.4
5.15,1.77,0.3924,0.3924
5.1,1.77,0.3743,0.3743
5.05,1.77,0.361,0.361
5,1.77,0.3528,0.3528
4.95,1.77,0.35,0.35
4.9,1.82,0.3743,0.3743
4.85,1.82,0.3743,0.3743
4.8,1.82,0.361,0.361
4.75,1.82,0.3472,0.3472
4.7,1.82,0.3272,0.3272
4.65,1.87,0.3528,0.3528
4.6,1.87,0.3528,0.3528
4.55,1.87,0.35,0.35
4.5,1.87,0.3472,0.3472
4.45,1.87,0.3272,0.3272
4.4,1.92,0.35,0.35
4.35,1.92,0.35,0.35
4.3,1.92,0.35,0.35
4.25,1.92,0.35,0.35
4.2,1.92,0.35,0.35
4.15,1.92,0.3472,0.3472
4.1,1.92,0.3272,0.3272
4.05,1.97,0.3272,0.3272
4,1.97,0.3472,0.3472
3.95,1.97,0.35,0.35
3.9,1.97,0.35,0.35
3.85,1.97,0.35,0.35
3.8,1.97,0.35,0.35
3.75,1.97,0.35,0.35
3.7,1.97,0.35,0.35
3.65,1.97,0.3528,0.3528
3.6,1.97,0.361,0.361
3.55,1.97,0.3743,0.3743
3.5,1.97,0.3924,0.3924
3.45,1.97,0.4025,0.4025
3.4,1.97,0.4099,0.4099
3.35,1.97,0.422,0.422
3.3,1.97,0.4385,0.4385
3.25,1.97,0.45,0.45
3.2,1.97,0.45,0.45
3.15,1.97,0.4523,0.4523
3.1,1.92,0.4831,0.4831
3.05,1.92,0.5103,0.5103
3,1.92,0.5325,0.5325
2.95,1.87,0.5325,0.5325
2.9,1.82,0.5042,0.5042
2.85,1.77,0.4831,0.4831
2.85,1.72,0.5042,0.5042
2.85,1.67,0.5042,0.5042
2.8,1.62,0.5042,0.5042
2.8,1.57,0.5185,0.5185
2.8,1.52,0.5042,0.5042
2.75,1.47,0.5265,0.5265
2.75,1.42,0.5185,0.5185
2.75,1.37,0.5083,0.5083
2.7,1.32,0.5519,0.5519
2.7,1.27,0.55,0.55
2.7,1.22,0.55,0.55
2.7,1.17,0.5519,0.5519
2.7,1.12,0.55,0.55
2.7,1.07,0.55,0.55
2.65,1.02,0.5519,0.5519
2.65,0.97,0.5576,0.5576
2.65,0.92,0.5671,0.5671
2.65,0.87,0.5801,0.5801
2.65,0.82,0.5964,0.5964
2.65,0.77,0.6071,0.6071
2.65,0.72,0.6159,0.6159
2.65,0.67,0.628,0.628
2.7,0.62,0.6762,0.6762
2.7,0.57,0.6649,0.6649
2.75,0.52,0.6762,0.6762
2.8,0.47,0.6433,0.6433
2.85,0.42,0.6159,0.6159
2.9,0.37,0.5801,0.5801
2.95,0.32,0.55,0.55
3,0.27,0.5265,0.5265
3.05,0.22,0.5042,0.5042
